match_id,season,city,date,team1_id,team2_id,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,venue_id,umpire1,umpire2
2013_5,2013,Chennai,06/04/13,MI,CSK,MI,bat,normal,0,MI,9,0,Kieron Pollard,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",5,M Erasmus,VA Kulkarni
2013_6,2013,Pune,07/04/13,PW,KXI,PW,bat,normal,0,KXI,0,8,Manan Vohra,Subrata Roy Sahara Stadium,26,S Asnani,SJA Taufel
2013_7,2013,Hyderabad,07/04/13,RCB,SRH,RCB,bat,tie,0,SRH,0,0,G H Vihari,"Rajiv Gandhi International Stadium, Hyderabad",4,AK Chaudhary,S Ravi
2013_8,2013,Jaipur,08/04/13,RR,KKR,KKR,field,normal,0,RR,19,0,Siddharth Trivedi,"Sawai Man Singh Stadium, Jaipur, Rajasthan",6,Aleem Dar,S Das
2013_9,2013,Mumbai,09/04/13,MI,DD,MI,bat,normal,0,MI,44,0,Dinesh Karthik,"Wankhede Stadium, Mumbai, Maharashtra",1,M Erasmus,VA Kulkarni
2013_10,2013,Chandigarh,10/04/13,KXI,CSK,CSK,field,normal,0,CSK,0,10,Michael Hussey,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,Aleem Dar,C Shamshuddin
2013_11,2013,Bangalore,11/04/13,KKR,RCB,RCB,field,normal,0,RCB,0,8,Chris Gayle,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,Asad Rauf,AK Chaudhary
2013_12,2013,Pune,11/04/13,RR,PW,RR,bat,normal,0,PW,0,7,Aaron Finch,Subrata Roy Sahara Stadium,26,M Erasmus,K Srinath
2013_13,2013,Delhi,12/04/13,DD,SRH,DD,bat,normal,0,SRH,0,3,Amit Mishra,"Feroz Shah Kotla Stadium, Delhi",2,Aleem Dar,Subroto Das
2013_14,2013,Mumbai,13/04/13,MI,PW,MI,bat,normal,0,MI,41,0,Rohit Sharma,"Wankhede Stadium, Mumbai, Maharashtra",1,S Ravi,SJA Taufel
2013_15,2013,Chennai,13/04/13,RCB,CSK,CSK,field,normal,0,CSK,0,4,Ravindra Jadeja,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",5,Asad Rauf,AK Chaudhary
2013_16,2013,Kolkata,14/04/13,KKR,SRH,KKR,bat,normal,0,KKR,48,0,Gautam Gambhir,"Eden Garden Stadium, Kolkata, West Bengal",3,M Erasmus,VA Kulkarni
2013_17,2013,Jaipur,14/04/13,KXI,RR,RR,field,normal,0,RR,0,6,James Faulkner,"Sawai Man Singh Stadium, Jaipur, Rajasthan",6,Aleem Dar,C Shamshuddin
2013_18,2013,Chennai,15/04/13,PW,CSK,PW,bat,normal,0,PW,24,0,Steven Smith,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",5,Asad Rauf,AK Chaudhary
2013_19,2013,Chandigarh,16/04/13,KXI,KKR,KKR,field,normal,0,KXI,4,0,Manpreet Gony,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,CK Nandan,SJA Taufel
2013_20,2013,Bangalore,16/04/13,DD,RCB,RCB,field,tie,0,RCB,0,0,Virat Kohli,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,M Erasmus,VA Kulkarni
2013_21,2013,Pune,17/04/13,SRH,PW,PW,field,normal,0,SRH,11,0,Amit Mishra,Subrata Roy Sahara Stadium,26,Asad Rauf,AK Chaudhary
2013_22,2013,Jaipur,17/04/13,RR,MI,RR,bat,normal,0,RR,87,0,Ajinkya Rahane,"Sawai Man Singh Stadium, Jaipur, Rajasthan",6,Aleem Dar,C Shamshuddin
2013_23,2013,Delhi,18/04/13,CSK,DD,CSK,bat,normal,0,CSK,86,0,Michael Hussey,"Feroz Shah Kotla Stadium, Delhi",2,M Erasmus,VA Kulkarni
2013_24,2013,Hyderabad,19/04/13,KXI,SRH,KXI,bat,normal,0,SRH,0,5,G H Vihari,"Rajiv Gandhi International Stadium, Hyderabad",4,HDPK Dharmasena,CK Nandan
2013_25,2013,Kolkata,20/04/13,KKR,CSK,KKR,bat,normal,0,CSK,0,4,Ravindra Jadeja,"Eden Garden Stadium, Kolkata, West Bengal",3,Asad Rauf,AK Chaudhary
2013_26,2013,Bangalore,20/04/13,RR,RCB,RCB,field,normal,0,RCB,0,7,Vinay Kumar,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,Aleem Dar,C Shamshuddin
2013_27,2013,Delhi,21/04/13,MI,DD,MI,bat,normal,0,DD,0,9,Virender Sehwag,"Feroz Shah Kotla Stadium, Delhi",2,HDPK Dharmasena,S Ravi
2013_28,2013,Chandigarh,21/04/13,PW,KXI,KXI,field,normal,0,KXI,0,7,David Miller,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,M Erasmus,K Srinath
2013_29,2013,Chennai,22/04/13,RR,CSK,RR,bat,normal,0,CSK,0,5,Michael Hussey,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",5,S Asnani,AK Chaudhary
2013_30,2013,Bangalore,23/04/13,RCB,PW,PW,field,normal,0,RCB,130,0,Chris Gayle,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,Aleem Dar,C Shamshuddin
2013_31,2013,Dharamsala,16/05/13,KXI,DD,DD,field,normal,0,KXI,7,0,David Miller,Himachal Pradesh Cricket Association Stadium,23,HDPK Dharmasena,S Ravi
2013_32,2013,Kolkata,24/04/13,KKR,MI,KKR,bat,normal,0,MI,0,5,Dwayne Smith,"Eden Garden Stadium, Kolkata, West Bengal",3,HDPK Dharmasena,S Ravi
2013_33,2013,Chennai,25/04/13,SRH,CSK,SRH,bat,normal,0,CSK,0,5,Mahendra Singh Dhoni,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",5,Aleem Dar,S Das
2013_34,2013,Kolkata,26/04/13,KXI,KKR,KXI,bat,normal,0,KKR,0,6,Jacques Kallis,"Eden Garden Stadium, Kolkata, West Bengal",3,CK Nandan,S Ravi
2013_35,2013,Jaipur,27/04/13,SRH,RR,SRH,bat,normal,0,RR,0,8,James Faulkner,"Sawai Man Singh Stadium, Jaipur, Rajasthan",6,VA Kulkarni,K Srinath
2013_36,2013,Mumbai,27/04/13,MI,RCB,MI,bat,normal,0,MI,58,0,Dwayne Smith,"Wankhede Stadium, Mumbai, Maharashtra",1,Asad Rauf,S Asnani
2013_37,2013,Chennai,28/04/13,CSK,KKR,KKR,field,normal,0,CSK,14,0,Michael Hussey,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",5,Aleem Dar,SJA Taufel
2013_38,2013,Raipur,28/04/13,DD,PW,PW,field,normal,0,DD,15,0,David Warner,Shaheed Veer Narayan Singh International Stadium,27,CK Nandan,S Ravi
2013_39,2013,Jaipur,29/04/13,RCB,RR,RR,field,normal,0,RR,0,4,Sanju Samson,"Sawai Man Singh Stadium, Jaipur, Rajasthan",6,M Erasmus,K Srinath
2013_40,2013,Mumbai,29/04/13,MI,KXI,MI,bat,normal,0,MI,4,0,Rohit Sharma,"Wankhede Stadium, Mumbai, Maharashtra",1,Asad Rauf,AK Chaudhary
2013_41,2013,Pune,30/04/13,CSK,PW,CSK,bat,normal,0,CSK,37,0,Mahendra Singh Dhoni,Subrata Roy Sahara Stadium,26,S Das,SJA Taufel
2013_42,2013,Hyderabad,01/05/13,MI,SRH,MI,bat,normal,0,SRH,0,7,Ishant Sharma,"Rajiv Gandhi International Stadium, Hyderabad",4,Asad Rauf,S Asnani
2013_43,2013,Raipur,01/05/13,KKR,DD,KKR,bat,normal,0,DD,0,7,David Warner,Shaheed Veer Narayan Singh International Stadium,27,HDPK Dharmasena,CK Nandan
2013_44,2013,Chennai,02/05/13,CSK,KXI,CSK,bat,normal,0,CSK,15,0,Suresh Raina,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",5,M Erasmus,VA Kulkarni
2013_45,2013,Pune,02/05/13,RCB,PW,RCB,bat,normal,0,RCB,17,0,AB De Villiers,Subrata Roy Sahara Stadium,26,Aleem Dar,C Shamshuddin
2013_46,2013,Kolkata,03/05/13,RR,KKR,RR,bat,normal,0,KKR,0,8,Yusuf Pathan,"Eden Garden Stadium, Kolkata, West Bengal",3,HDPK Dharmasena,CK Nandan
2013_47,2013,Hyderabad,04/05/13,DD,SRH,DD,bat,normal,0,SRH,0,6,Darren Sammy,"Rajiv Gandhi International Stadium, Hyderabad",4,Asad Rauf,S Asnani
2013_48,2013,Bangalore,14/05/13,RCB,KXI,KXI,field,normal,0,KXI,0,7,Adam Gilchrist,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,HDPK Dharmasena,S Ravi
2013_49,2013,Mumbai,05/05/13,MI,CSK,MI,bat,normal,0,MI,60,0,Mitchell Johnson,"Wankhede Stadium, Mumbai, Maharashtra",1,HDPK Dharmasena,CK Nandan
2013_50,2013,Jaipur,05/05/13,PW,RR,PW,bat,normal,0,RR,0,5,Ajinkya Rahane,"Sawai Man Singh Stadium, Jaipur, Rajasthan",6,C Shamshuddin,RJ Tucker
2013_51,2013,Bangalore,09/04/13,SRH,RCB,SRH,bat,normal,0,RCB,0,7,Virat Kohli,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,S Ravi,SJA Taufel
2013_52,2013,Jaipur,07/05/13,DD,RR,DD,bat,normal,0,RR,0,9,Ajinkya Rahane,"Sawai Man Singh Stadium, Jaipur, Rajasthan",6,Aleem Dar,RJ Tucker
2013_53,2013,Mumbai,07/05/13,MI,KKR,MI,bat,normal,0,MI,65,0,Sachin Tendulkar,"Wankhede Stadium, Mumbai, Maharashtra",1,HDPK Dharmasena,S Ravi
2013_54,2013,Hyderabad,08/05/13,CSK,SRH,SRH,field,normal,0,CSK,77,0,Suresh Raina,"Rajiv Gandhi International Stadium, Hyderabad",4,S Das,NJ Llong
2013_55,2013,Chandigarh,09/05/13,KXI,RR,RR,field,normal,0,RR,0,8,Kevon Cooper,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,HDPK Dharmasena,S Ravi
2013_56,2013,Pune,09/05/13,KKR,PW,KKR,bat,normal,0,KKR,46,0,Gautam Gambhir,Subrata Roy Sahara Stadium,26,Asad Rauf,S Asnani
2013_57,2013,Delhi,10/05/13,RCB,DD,DD,field,normal,0,RCB,4,0,Jaydev Unadkat,"Feroz Shah Kotla Stadium, Delhi",2,NJ Llong,K Srinath
2013_58,2013,Pune,11/05/13,PW,MI,PW,bat,normal,0,MI,0,5,Mitchell Johnson,Subrata Roy Sahara Stadium,26,Asad Rauf,AK Chaudhary
2013_59,2013,Chandigarh,11/05/13,SRH,KXI,KXI,field,normal,0,SRH,30,0,Parthiv Patel,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,S Das,RJ Tucker
2013_60,2013,Ranchi,12/05/13,RCB,KKR,KKR,field,normal,0,KKR,0,5,Jacques Kallis,JSCA International Stadium Complex,28,NJ Llong,K Srinath
2013_61,2013,Jaipur,12/05/13,CSK,RR,RR,field,normal,0,RR,0,5,Shane Watson,"Sawai Man Singh Stadium, Jaipur, Rajasthan",6,HDPK Dharmasena,CK Nandan
2013_62,2013,Delhi,23/04/13,DD,KXI,KXI,field,normal,0,KXI,0,5,Harmeet Singh,"Feroz Shah Kotla Stadium, Delhi",2,VA Kulkarni,K Srinath
2013_63,2013,Mumbai,13/05/13,SRH,MI,SRH,bat,normal,0,MI,0,7,Kieron Pollard,"Wankhede Stadium, Mumbai, Maharashtra",1,AK Chaudhary,SJA Taufel
2013_64,2013,Ranchi,15/05/13,PW,KKR,KKR,field,normal,0,PW,7,0,Manish Pandey,JSCA International Stadium Complex,28,NJ Llong,K Srinath
2013_65,2013,Chennai,14/05/13,CSK,DD,CSK,bat,normal,0,CSK,33,0,Mahendra Singh Dhoni,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",5,C Shamshuddin,RJ Tucker
2013_66,2013,Mumbai,15/05/13,MI,RR,RR,field,normal,0,MI,14,0,Aditya Tare,"Wankhede Stadium, Mumbai, Maharashtra",1,Asad Rauf,S Asnani
2013_67,2013,Chandigarh,06/05/13,RCB,KXI,KXI,field,normal,0,KXI,0,6,David Miller,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,VA Kulkarni,NJ Llong
2013_68,2013,Hyderabad,17/05/13,SRH,RR,SRH,bat,normal,0,SRH,23,0,Amit Mishra,"Rajiv Gandhi International Stadium, Hyderabad",4,Asad Rauf,AK Chaudhary
2013_69,2013,Dharamsala,18/05/13,KXI,MI,MI,field,normal,0,KXI,50,0,Azhar Mahmood,Himachal Pradesh Cricket Association Stadium,23,HDPK Dharmasena,CK Nandan
2013_70,2013,Pune,19/05/13,PW,DD,PW,bat,normal,0,PW,38,0,Luke Wright,Subrata Roy Sahara Stadium,26,NJ Llong,SJA Taufel
2013_71,2013,Bangalore,18/05/13,RCB,CSK,CSK,field,normal,0,RCB,24,0,Virat Kohli,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,C Shamshuddin,RJ Tucker
2013_72,2013,Hyderabad,19/05/13,KKR,SRH,KKR,bat,normal,0,SRH,0,5,Parthiv Patel,"Rajiv Gandhi International Stadium, Hyderabad",4,Asad Rauf,S Asnani
2013_73,2013,Delhi,21/05/13,CSK,MI,CSK,bat,normal,0,CSK,48,0,Michael Hussey,"Feroz Shah Kotla Stadium, Delhi",2,NJ Llong,RJ Tucker
2013_74,2013,Delhi,22/05/13,SRH,RR,SRH,bat,normal,0,RR,0,4,Brad Hodge,"Feroz Shah Kotla Stadium, Delhi",2,S Ravi,RJ Tucker
2013_75,2013,Kolkata,24/05/13,RR,MI,RR,bat,normal,0,MI,0,4,Harbhajan Singh,"Eden Garden Stadium, Kolkata, West Bengal",3,C Shamshuddin,SJA Taufel
2013_76,2013,Kolkata,26/05/13,MI,CSK,MI,bat,normal,0,MI,23,0,Kieron Pollard,"Eden Garden Stadium, Kolkata, West Bengal",3,HDPK Dharmasena,SJA Taufel
2014_1,2014,Abu Dhabi,16/04/14,KKR,MI,KKR,bat,normal,0,KKR,41,0,Jacques Kallis,Sheikh Zayed Stadium,29,M Erasmus,RK Illingworth
2014_2,2014,Sharjah,17/04/14,DD,RCB,RCB,field,normal,0,RCB,0,8,Yuzvendra Chahal,Sharjah Cricket Stadium,30,Aleem Dar,S Ravi
2014_3,2014,Abu Dhabi,18/04/14,CSK,KXI,CSK,bat,normal,0,KXI,0,6,Glenn Maxwell,Sheikh Zayed Stadium,29,RK Illingworth,C Shamshuddin
2014_4,2014,Abu Dhabi,18/04/14,SRH,RR,RR,field,normal,0,RR,0,4,Ajinkya Rahane,Sheikh Zayed Stadium,29,BF Bowden,RK Illingworth
2014_5,2014,,19/04/14,MI,RCB,RCB,field,normal,0,RCB,0,7,Parthiv Patel,Dubai International Cricket Stadium,31,Aleem Dar,AK Chaudhary
2014_6,2014,,19/04/14,KKR,DD,KKR,bat,normal,0,DD,0,4,J P Duminy,Dubai International Cricket Stadium,31,Aleem Dar,VA Kulkarni
2014_7,2014,Sharjah,20/04/14,RR,KXI,KXI,field,normal,0,KXI,0,7,Glenn Maxwell,Sharjah Cricket Stadium,30,BF Bowden,M Erasmus
2014_8,2014,Abu Dhabi,21/04/14,CSK,DD,CSK,bat,normal,0,CSK,93,0,Suresh Raina,Sheikh Zayed Stadium,29,RK Illingworth,C Shamshuddin
2014_9,2014,Sharjah,22/04/14,KXI,SRH,SRH,field,normal,0,KXI,72,0,Glenn Maxwell,Sharjah Cricket Stadium,30,M Erasmus,S Ravi
2014_10,2014,,23/04/14,CSK,RR,RR,field,normal,0,CSK,7,0,Ravindra Jadeja,Dubai International Cricket Stadium,31,HDPK Dharmasena,RK Illingworth
2014_11,2014,Sharjah,24/04/14,KKR,RCB,RCB,field,normal,0,KKR,2,0,Chris Lynn,Sharjah Cricket Stadium,30,Aleem Dar,VA Kulkarni
2014_12,2014,,25/04/14,SRH,DD,SRH,bat,normal,0,SRH,4,0,Aaron Finch,Dubai International Cricket Stadium,31,M Erasmus,S Ravi
2014_13,2014,,25/04/14,MI,CSK,MI,bat,normal,0,CSK,0,7,Mohit Sharma,Dubai International Cricket Stadium,31,BF Bowden,M Erasmus
2014_14,2014,Abu Dhabi,26/04/14,RCB,RR,RR,field,normal,0,RR,0,6,Pravin Tambe,Sheikh Zayed Stadium,29,HDPK Dharmasena,C Shamshuddin
2014_15,2014,Abu Dhabi,26/04/14,KXI,KKR,KKR,field,normal,0,KXI,23,0,Sandeep Sharma,Sheikh Zayed Stadium,29,HDPK Dharmasena,RK Illingworth
2014_16,2014,Sharjah,27/04/14,MI,DD,MI,bat,normal,0,DD,0,6,Murali Vijay,Sharjah Cricket Stadium,30,Aleem Dar,VA Kulkarni
2014_17,2014,Sharjah,27/04/14,SRH,CSK,SRH,bat,normal,0,CSK,0,5,Dwayne Smith,Sharjah Cricket Stadium,30,AK Chaudhary,VA Kulkarni
2014_18,2014,,28/04/14,RCB,KXI,KXI,field,normal,0,KXI,0,5,Sandeep Sharma,Dubai International Cricket Stadium,31,BF Bowden,S Ravi
2014_19,2014,Abu Dhabi,29/04/14,RR,KKR,RR,bat,tie,0,RR,0,0,James Faulkner,Sheikh Zayed Stadium,29,Aleem Dar,AK Chaudhary
2014_20,2014,,30/04/14,SRH,MI,MI,field,normal,0,SRH,15,0,B Kumar,Dubai International Cricket Stadium,31,HDPK Dharmasena,M Erasmus
2014_21,2014,Ranchi,02/05/14,CSK,KKR,CSK,bat,normal,0,CSK,34,0,Ravindra Jadeja,JSCA International Stadium Complex,28,AK Chaudhary,NJ Llong
2014_22,2014,Mumbai,03/05/14,KXI,MI,KXI,bat,normal,0,MI,0,5,Corey Anderson,"Wankhede Stadium, Mumbai, Maharashtra",1,BNJ Oxenford,C Shamshuddin
2014_23,2014,Delhi,03/05/14,DD,RR,RR,field,normal,0,RR,0,7,Karun Nair,"Feroz Shah Kotla Stadium, Delhi",2,SS Hazare,S Ravi
2014_24,2014,Bangalore,04/05/14,SRH,RCB,RCB,field,normal,0,RCB,0,4,AB De Villiers,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,HDPK Dharmasena,VA Kulkarni
2014_25,2014,Ahmedabad,05/05/14,RR,KKR,KKR,field,normal,0,RR,10,0,Pravin Tambe,"Sardar Patel Stadium, Motera",20,NJ Llong,CK Nandan
2014_26,2014,Delhi,05/05/14,DD,CSK,CSK,field,normal,0,CSK,0,8,Dwayne Smith,"Feroz Shah Kotla Stadium, Delhi",2,RM Deshpande,BNJ Oxenford
2014_27,2014,Mumbai,06/05/14,MI,RCB,RCB,field,normal,0,MI,19,0,Rohit Sharma,"Wankhede Stadium, Mumbai, Maharashtra",1,S Ravi,K Srinath
2014_28,2014,Delhi,07/05/14,DD,KKR,DD,bat,normal,0,KKR,0,8,Gautam Gambhir,"Feroz Shah Kotla Stadium, Delhi",2,BNJ Oxenford,C Shamshuddin
2014_29,2014,Cuttack,07/05/14,KXI,CSK,CSK,field,normal,0,KXI,44,0,Glenn Maxwell,Barabati Stadium,21,HDPK Dharmasena,PG Pathak
2014_30,2014,Ahmedabad,08/05/14,SRH,RR,RR,field,normal,0,SRH,32,0,B Kumar,"Sardar Patel Stadium, Motera",20,AK Chaudhary,NJ Llong
2014_31,2014,Bangalore,09/05/14,KXI,RCB,RCB,field,normal,0,KXI,32,0,Sandeep Sharma,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,S Ravi,K Srinath
2014_32,2014,Delhi,10/05/14,DD,SRH,SRH,field,normal,1,SRH,0,8,Dale Steyn,"Feroz Shah Kotla Stadium, Delhi",2,RM Deshpande,BNJ Oxenford
2014_33,2014,Mumbai,10/05/14,MI,CSK,CSK,field,normal,0,CSK,0,4,Dwayne Smith,"Wankhede Stadium, Mumbai, Maharashtra",1,HDPK Dharmasena,VA Kulkarni
2014_34,2014,Cuttack,11/05/14,KXI,KKR,KKR,field,normal,0,KKR,0,9,Gautam Gambhir,Barabati Stadium,21,NJ Llong,CK Nandan
2014_35,2014,Bangalore,11/05/14,RCB,RR,RCB,bat,normal,0,RR,0,5,James Faulkner,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,S Ravi,RJ Tucker
2014_36,2014,Hyderabad,12/05/14,SRH,MI,SRH,bat,normal,0,MI,0,7,Ambati Rayudu,"Rajiv Gandhi International Stadium, Hyderabad",4,HDPK Dharmasena,VA Kulkarni
2014_37,2014,Ranchi,13/05/14,RR,CSK,RR,bat,normal,0,CSK,0,5,Ravindra Jadeja,JSCA International Stadium Complex,28,BNJ Oxenford,C Shamshuddin
2014_38,2014,Bangalore,13/05/14,RCB,DD,DD,field,normal,0,RCB,16,0,Yuvraj Singh,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,K Srinath,RJ Tucker
2014_39,2014,Hyderabad,14/05/14,SRH,KXI,KXI,field,normal,0,KXI,0,6,Wriddhiman Saha,"Rajiv Gandhi International Stadium, Hyderabad",4,VA Kulkarni,PG Pathak
2014_40,2014,Cuttack,14/05/14,MI,KKR,KKR,field,normal,0,KKR,0,6,Robin Uthappa,Barabati Stadium,21,AK Chaudhary,NJ Llong
2014_41,2014,Ahmedabad,15/05/14,RR,DD,DD,field,normal,0,RR,62,0,Ajinkya Rahane,"Sardar Patel Stadium, Motera",20,S Ravi,RJ Tucker
2014_42,2014,Ranchi,18/05/14,CSK,RCB,CSK,bat,normal,0,RCB,0,5,AB De Villiers,JSCA International Stadium Complex,28,BNJ Oxenford,C Shamshuddin
2014_43,2014,Hyderabad,18/05/14,SRH,KKR,SRH,bat,normal,0,KKR,0,7,Umesh Yadav,"Rajiv Gandhi International Stadium, Hyderabad",4,NJ Llong,CK Nandan
2014_44,2014,Ahmedabad,19/05/14,MI,RR,MI,bat,normal,0,MI,25,0,Michael Hussey,"Sardar Patel Stadium, Motera",20,S Ravi,RJ Tucker
2014_45,2014,Delhi,19/05/14,DD,KXI,KXI,field,normal,0,KXI,0,4,Axar Patel,"Feroz Shah Kotla Stadium, Delhi",2,HDPK Dharmasena,PG Pathak
2014_46,2014,Hyderabad,20/05/14,RCB,SRH,RCB,bat,normal,0,SRH,0,7,David Warner,"Rajiv Gandhi International Stadium, Hyderabad",4,AK Chaudhary,NJ Llong
2014_47,2014,Kolkata,20/05/14,CSK,KKR,KKR,field,normal,0,KKR,0,8,Robin Uthappa,"Eden Garden Stadium, Kolkata, West Bengal",3,RM Deshpande,C Shamshuddin
2014_48,2014,Chandigarh,21/05/14,KXI,MI,MI,field,normal,0,MI,0,7,Lendl Simmons,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,HDPK Dharmasena,VA Kulkarni
2014_49,2014,Kolkata,22/05/14,KKR,RCB,RCB,field,normal,0,KKR,30,0,Robin Uthappa,"Eden Garden Stadium, Kolkata, West Bengal",3,AK Chaudhary,CK Nandan
2014_50,2014,Ranchi,22/05/14,CSK,SRH,SRH,field,normal,0,SRH,0,6,David Warner,JSCA International Stadium Complex,28,BNJ Oxenford,C Shamshuddin
2014_51,2014,Mumbai,23/05/14,MI,DD,DD,field,normal,0,MI,15,0,Michael Hussey,"Wankhede Stadium, Mumbai, Maharashtra",1,S Ravi,RJ Tucker
2014_52,2014,Chandigarh,23/05/14,KXI,RR,RR,field,normal,0,KXI,16,0,Shaun Marsh,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,HDPK Dharmasena,PG Pathak
2014_53,2014,Bangalore,24/05/14,RCB,CSK,CSK,field,normal,0,CSK,0,8,Mahendra Singh Dhoni,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,AK Chaudhary,NJ Llong
2014_54,2014,Kolkata,24/05/14,SRH,KKR,KKR,field,normal,0,KKR,0,4,Yusuf Pathan,"Eden Garden Stadium, Kolkata, West Bengal",3,RM Deshpande,BNJ Oxenford
2014_55,2014,Chandigarh,25/05/14,DD,KXI,KXI,field,normal,0,KXI,0,7,Manan Vohra,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,HDPK Dharmasena,VA Kulkarni
2014_56,2014,Mumbai,25/05/14,RR,MI,MI,field,normal,0,MI,0,5,Corey Anderson,"Wankhede Stadium, Mumbai, Maharashtra",1,K Srinath,RJ Tucker
2014_57,2014,Kolkata,27/05/14,KKR,KXI,KXI,field,normal,0,KKR,28,0,Umesh Yadav,"Eden Garden Stadium, Kolkata, West Bengal",3,NJ Llong,S Ravi
2014_58,2014,Mumbai,28/05/14,MI,CSK,CSK,field,normal,0,CSK,0,7,Suresh Raina,Brabourne Stadium,19,VA Kulkarni,BNJ Oxenford
2014_59,2014,Mumbai,30/05/14,KXI,CSK,CSK,field,normal,0,KXI,24,0,Virender Sehwag,"Wankhede Stadium, Mumbai, Maharashtra",1,HDPK Dharmasena,RJ Tucker
2014_60,2014,Bangalore,01/06/14,KXI,KKR,KKR,field,normal,0,KKR,0,3,Manish Pandey,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,HDPK Dharmasena,BNJ Oxenford
2015_1,2015,Kolkata,08/04/15,MI,KKR,KKR,field,normal,0,KKR,0,7,Morne Morkel,"Eden Garden Stadium, Kolkata, West Bengal",3,S Ravi,C Shamshuddin
2015_2,2015,Chennai,09/04/15,CSK,DD,DD,field,normal,0,CSK,1,0,Ashish Nehra,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",5,RK Illingworth,VA Kulkarni
2015_3,2015,Pune,10/04/15,RR,KXI,KXI,field,normal,0,RR,26,0,James Faulkner,Maharashtra Cricket Association Stadium,32,SD Fry,CB Gaffaney
2015_4,2015,Chennai,11/04/15,CSK,SRH,CSK,bat,normal,0,CSK,45,0,Brendon McCullum,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",5,RK Illingworth,VA Kulkarni
2015_5,2015,Kolkata,11/04/15,KKR,RCB,RCB,field,normal,0,RCB,0,3,Chris Gayle,"Eden Garden Stadium, Kolkata, West Bengal",3,S Ravi,C Shamshuddin
2015_6,2015,Delhi,12/04/15,DD,RR,RR,field,normal,0,RR,0,3,Deepak Hooda,"Feroz Shah Kotla Stadium, Delhi",2,SD Fry,CB Gaffaney
2015_7,2015,Mumbai,12/04/15,KXI,MI,MI,field,normal,0,KXI,18,0,George Bailey,"Wankhede Stadium, Mumbai, Maharashtra",1,AK Chaudhary,K Srinivasan
2015_8,2015,Bangalore,13/04/15,RCB,SRH,SRH,field,normal,0,SRH,0,8,David Warner,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,RM Deshpande,RK Illingworth
2015_9,2015,Ahmedabad,14/04/15,MI,RR,MI,bat,normal,0,RR,0,7,Steven Smith,"Sardar Patel Stadium, Motera",20,AK Chaudhary,SD Fry
2015_10,2015,Kolkata,30/04/15,CSK,KKR,KKR,field,normal,0,KKR,0,7,Andre Russell,"Eden Garden Stadium, Kolkata, West Bengal",3,AK Chaudhary,M Erasmus
2015_11,2015,Pune,15/04/15,KXI,DD,KXI,bat,normal,0,DD,0,5,Mayank Agarwal,Maharashtra Cricket Association Stadium,32,CB Gaffaney,K Srinath
2015_12,2015,Visakhapatnam,16/04/15,SRH,RR,RR,field,normal,0,RR,0,6,Ajinkya Rahane,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,25,PG Pathak,S Ravi
2015_13,2015,Mumbai,17/04/15,MI,CSK,MI,bat,normal,0,CSK,0,6,Ashish Nehra,"Wankhede Stadium, Mumbai, Maharashtra",1,AK Chaudhary,M Erasmus
2015_14,2015,Visakhapatnam,18/04/15,DD,SRH,DD,bat,normal,0,DD,4,0,J P Duminy,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,25,PG Pathak,S Ravi
2015_15,2015,Pune,18/04/15,KXI,KKR,KKR,field,normal,0,KKR,0,4,Andre Russell,Maharashtra Cricket Association Stadium,32,SD Fry,CK Nandan
