match_id,season,city,date,team1_id,team2_id,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,venue_id,umpire1,umpire2
2015_16,2015,Ahmedabad,19/04/15,CSK,RR,CSK,bat,normal,0,RR,0,8,Ajinkya Rahane,"Sardar Patel Stadium, Motera",20,AK Chaudhary,M Erasmus
2015_17,2015,Bangalore,19/04/15,MI,RCB,RCB,field,normal,0,MI,18,0,Harbhajan Singh,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,RK Illingworth,VA Kulkarni
2015_18,2015,Delhi,20/04/15,DD,KKR,KKR,field,normal,0,KKR,0,6,Umesh Yadav,"Feroz Shah Kotla Stadium, Delhi",2,SD Fry,CB Gaffaney
2015_19,2015,Ahmedabad,21/04/15,RR,KXI,KXI,field,tie,0,KXI,0,0,Shaun Marsh,"Sardar Patel Stadium, Motera",20,M Erasmus,S Ravi
2015_20,2015,Visakhapatnam,22/04/15,SRH,KKR,KKR,field,normal,1,SRH,16,0,David Warner,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,25,RK Illingworth,VA Kulkarni
2015_21,2015,Bangalore,22/04/15,CSK,RCB,RCB,field,normal,0,CSK,27,0,Suresh Raina,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,JD Cloete,C Shamshuddin
2015_22,2015,Delhi,23/04/15,DD,MI,MI,field,normal,0,DD,37,0,Shreyas Iyer,"Feroz Shah Kotla Stadium, Delhi",2,SD Fry,CK Nandan
2015_23,2015,Ahmedabad,24/04/15,RR,RCB,RCB,field,normal,0,RCB,0,9,Mitchell Starc,"Sardar Patel Stadium, Motera",20,M Erasmus,S Ravi
2015_24,2015,Mumbai,25/04/15,MI,SRH,MI,bat,normal,0,MI,20,0,Lasith Malinga,"Wankhede Stadium, Mumbai, Maharashtra",1,HDPK Dharmasena,CB Gaffaney
2015_25,2015,Chennai,25/04/15,CSK,KXI,CSK,bat,normal,0,CSK,97,0,Brendon McCullum,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",5,JD Cloete,C Shamshuddin
2015_26,2015,Delhi,26/04/15,DD,RCB,RCB,field,normal,0,RCB,0,10,Varun Aaron,"Feroz Shah Kotla Stadium, Delhi",2,M Erasmus,S Ravi
2015_27,2015,Chandigarh,27/04/15,SRH,KXI,KXI,field,normal,0,SRH,20,0,Trent Boult,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,HDPK Dharmasena,CB Gaffaney
2015_28,2015,Kolkata,07/05/15,KKR,DD,KKR,bat,normal,0,KKR,13,0,Piyush Chawla,"Eden Garden Stadium, Kolkata, West Bengal",3,AK Chaudhary,M Erasmus
2015_29,2015,Bangalore,29/04/15,RCB,RR,RR,field,no result,0,,0,0,,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,JD Cloete,PG Pathak
2015_30,2015,Chennai,28/04/15,CSK,KKR,KKR,field,normal,0,CSK,2,0,Dwayne Bravo,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",5,RM Deshpande,VA Kulkarni
2015_31,2015,Delhi,01/05/15,KXI,DD,DD,field,normal,0,DD,0,9,Nathan Coulter-Nile,"Feroz Shah Kotla Stadium, Delhi",2,RK Illingworth,S Ravi
2015_32,2015,Mumbai,01/05/15,MI,RR,RR,field,normal,0,MI,8,0,Ambati Rayudu,"Wankhede Stadium, Mumbai, Maharashtra",1,HDPK Dharmasena,CK Nandan
2015_33,2015,Bangalore,02/05/15,KKR,RCB,RCB,field,normal,0,RCB,0,7,Mandeep Singh,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,JD Cloete,PG Pathak
2015_34,2015,Hyderabad,02/05/15,SRH,CSK,CSK,field,normal,0,SRH,22,0,David Warner,"Rajiv Gandhi International Stadium, Hyderabad",4,AK Chaudhary,K Srinivasan
2015_35,2015,Chandigarh,03/05/15,MI,KXI,MI,bat,normal,0,MI,23,0,Lendl Simmons,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,RK Illingworth,VA Kulkarni
2015_36,2015,Mumbai,03/05/15,RR,DD,DD,field,normal,0,RR,14,0,Ajinkya Rahane,Brabourne Stadium,19,HDPK Dharmasena,CB Gaffaney
2015_37,2015,Chennai,04/05/15,CSK,RCB,CSK,bat,normal,0,CSK,24,0,Suresh Raina,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",5,C Shamshuddin,K Srinath
2015_38,2015,Kolkata,04/05/15,KKR,SRH,SRH,field,normal,0,KKR,35,0,Umesh Yadav,"Eden Garden Stadium, Kolkata, West Bengal",3,AK Chaudhary,M Erasmus
2015_39,2015,Mumbai,05/05/15,DD,MI,DD,bat,normal,0,MI,0,5,Harbhajan Singh,"Wankhede Stadium, Mumbai, Maharashtra",1,HDPK Dharmasena,CB Gaffaney
2015_40,2015,Bangalore,06/05/15,RCB,KXI,KXI,field,normal,0,RCB,138,0,Chris Gayle,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,RK Illingworth,VA Kulkarni
2015_41,2015,Mumbai,07/05/15,SRH,RR,RR,field,normal,0,SRH,7,0,Eoin Morgan,Brabourne Stadium,19,JD Cloete,C Shamshuddin
2015_42,2015,Chennai,08/05/15,CSK,MI,CSK,bat,normal,0,MI,0,6,Hardik Pandya,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",5,CB Gaffaney,CK Nandan
2015_43,2015,Kolkata,09/05/15,KXI,KKR,KXI,bat,normal,0,KKR,0,1,Andre Russell,"Eden Garden Stadium, Kolkata, West Bengal",3,AK Chaudhary,HDPK Dharmasena
2015_44,2015,Raipur,09/05/15,SRH,DD,SRH,bat,normal,0,SRH,6,0,Moises Henriques,Shaheed Veer Narayan Singh International Stadium,27,VA Kulkarni,S Ravi
2015_45,2015,Mumbai,10/05/15,RCB,MI,RCB,bat,normal,0,RCB,39,0,AB De Villiers,"Wankhede Stadium, Mumbai, Maharashtra",1,JD Cloete,C Shamshuddin
2015_46,2015,Chennai,10/05/15,CSK,RR,CSK,bat,normal,0,CSK,12,0,Ravindra Jadeja,"M.A.Chidambaram Stadium Chennai, Tamil Nadu",5,M Erasmus,CK Nandan
2015_47,2015,Hyderabad,11/05/15,SRH,KXI,SRH,bat,normal,0,SRH,5,0,David Warner,"Rajiv Gandhi International Stadium, Hyderabad",4,AK Chaudhary,HDPK Dharmasena
2015_48,2015,Raipur,12/05/15,CSK,DD,CSK,bat,normal,0,DD,0,6,Zaheer Khan,Shaheed Veer Narayan Singh International Stadium,27,RK Illingworth,VA Kulkarni
2015_49,2015,Chandigarh,13/05/15,KXI,RCB,RCB,field,normal,0,KXI,22,0,Axar Patel,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,JD Cloete,C Shamshuddin
2015_50,2015,Mumbai,14/05/15,MI,KKR,KKR,field,normal,0,MI,5,0,Hardik Pandya,"Wankhede Stadium, Mumbai, Maharashtra",1,RK Illingworth,VA Kulkarni
2015_51,2015,Hyderabad,15/05/15,SRH,RCB,SRH,bat,normal,1,RCB,0,6,Virat Kohli,"Rajiv Gandhi International Stadium, Hyderabad",4,AK Chaudhary,HDPK Dharmasena
2015_52,2015,Chandigarh,16/05/15,KXI,CSK,KXI,bat,normal,0,CSK,0,7,Pawan Negi,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,CK Nandan,C Shamshuddin
2015_53,2015,Mumbai,16/05/15,RR,KKR,RR,bat,normal,0,RR,9,0,Shane Watson,Brabourne Stadium,19,RM Deshpande,RK Illingworth
2015_54,2015,Bangalore,17/05/15,DD,RCB,RCB,field,no result,0,,0,0,,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,HDPK Dharmasena,K Srinivasan
2015_55,2015,Hyderabad,17/05/15,SRH,MI,SRH,bat,normal,0,MI,0,9,Mitchell McClenaghan,"Rajiv Gandhi International Stadium, Hyderabad",4,CB Gaffaney,K Srinath
2015_56,2015,Mumbai,19/05/15,MI,CSK,MI,bat,normal,0,MI,25,0,Kieron Pollard,"Wankhede Stadium, Mumbai, Maharashtra",1,HDPK Dharmasena,RK Illingworth
2015_57,2015,Pune,20/05/15,RCB,RR,RCB,bat,normal,0,RCB,71,0,AB De Villiers,Maharashtra Cricket Association Stadium,32,AK Chaudhary,C Shamshuddin
2015_58,2015,Ranchi,22/05/15,RCB,CSK,CSK,field,normal,0,CSK,0,3,Ashish Nehra,JSCA International Stadium Complex,28,AK Chaudhary,CB Gaffaney
2015_59,2015,Kolkata,24/05/15,MI,CSK,CSK,field,normal,0,MI,41,0,Rohit Sharma,"Eden Garden Stadium, Kolkata, West Bengal",3,HDPK Dharmasena,RK Illingworth
2016_1,2016,Mumbai,09/04/16,MI,RPS,MI,bat,normal,0,RPS,0,9,Ajinkya Rahane,"Wankhede Stadium, Mumbai, Maharashtra",1,HDPK Dharmasena,CK Nandan
2016_2,2016,Kolkata,10/04/16,DD,KKR,KKR,field,normal,0,KKR,0,9,Andre Russell,"Eden Garden Stadium, Kolkata, West Bengal",3,S Ravi,C Shamshuddin
2016_3,2016,Chandigarh,11/04/16,KXI,GL,GL,field,normal,0,GL,0,5,Aaron Finch,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,AK Chaudhary,VA Kulkarni
2016_4,2016,Bangalore,12/04/16,RCB,SRH,SRH,field,normal,0,RCB,45,0,AB De Villiers,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,HDPK Dharmasena,VK Sharma
2016_5,2016,Kolkata,13/04/16,KKR,MI,MI,field,normal,0,MI,0,6,Rohit Sharma,"Eden Garden Stadium, Kolkata, West Bengal",3,Nitin Menon,S Ravi
2016_6,2016,Rajkot,14/04/16,RPS,GL,RPS,bat,normal,0,GL,0,7,Aaron Finch,Saurashtra Cricket Association Stadium,33,VA Kulkarni,CK Nandan
2016_7,2016,Delhi,15/04/16,KXI,DD,DD,field,normal,0,DD,0,8,Amit Mishra,"Feroz Shah Kotla Stadium, Delhi",2,S Ravi,C Shamshuddin
2016_8,2016,Hyderabad,16/04/16,SRH,KKR,SRH,bat,normal,0,KKR,0,8,Gautam Gambhir,"Rajiv Gandhi International Stadium, Hyderabad",4,AK Chaudhary,CK Nandan
2016_9,2016,Mumbai,16/04/16,MI,GL,GL,field,normal,0,GL,0,3,Aaron Finch,"Wankhede Stadium, Mumbai, Maharashtra",1,HDPK Dharmasena,VK Sharma
2016_10,2016,Chandigarh,17/04/16,RPS,KXI,RPS,bat,normal,0,KXI,0,6,Manan Vohra,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,S Ravi,C Shamshuddin
2016_11,2016,Bangalore,17/04/16,RCB,DD,DD,field,normal,0,DD,0,7,Quinton de Kock,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,VA Kulkarni,A Nand Kishore
2016_12,2016,Hyderabad,18/04/16,MI,SRH,SRH,field,normal,0,SRH,0,7,David Warner,"Rajiv Gandhi International Stadium, Hyderabad",4,HDPK Dharmasena,VK Sharma
2016_13,2016,Chandigarh,19/04/16,KXI,KKR,KKR,field,normal,0,KKR,0,6,Robin Uthappa,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,S Ravi,C Shamshuddin
2016_14,2016,Mumbai,20/04/16,RCB,MI,MI,field,normal,0,MI,0,6,Rohit Sharma,"Wankhede Stadium, Mumbai, Maharashtra",1,AK Chaudhary,CK Nandan
2016_15,2016,Rajkot,21/04/16,GL,SRH,SRH,field,normal,0,SRH,0,10,B Kumar,Saurashtra Cricket Association Stadium,33,K Bharatan,HDPK Dharmasena
2016_16,2016,Pune,22/04/16,RCB,RPS,RPS,field,normal,0,RCB,13,0,AB De Villiers,Maharashtra Cricket Association Stadium,32,CB Gaffaney,VK Sharma
2016_17,2016,Delhi,23/04/16,DD,MI,MI,field,normal,0,DD,10,0,Sanju Samson,"Feroz Shah Kotla Stadium, Delhi",2,S Ravi,C Shamshuddin
2016_18,2016,Hyderabad,23/04/16,KXI,SRH,SRH,field,normal,0,SRH,0,5,Mustafizur Rahman,"Rajiv Gandhi International Stadium, Hyderabad",4,AK Chaudhary,CK Nandan
2016_19,2016,Rajkot,24/04/16,RCB,GL,RCB,bat,normal,0,GL,0,6,Virat Kohli,Saurashtra Cricket Association Stadium,33,K Bharatan,BNJ Oxenford
2016_20,2016,Pune,24/04/16,RPS,KKR,KKR,field,normal,0,KKR,0,2,Surya Kumar Yadav,Maharashtra Cricket Association Stadium,32,CB Gaffaney,A Nand Kishore
2016_21,2016,Chandigarh,25/04/16,MI,KXI,KXI,field,normal,0,MI,25,0,Parthiv Patel,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,Nitin Menon,RJ Tucker
2016_22,2016,Hyderabad,26/04/16,SRH,RPS,RPS,field,normal,1,RPS,34,0,Ashok Dinda,"Rajiv Gandhi International Stadium, Hyderabad",4,AY Dandekar,CK Nandan
2016_23,2016,Delhi,27/04/16,GL,DD,DD,field,normal,0,GL,1,0,Chris Morris,"Feroz Shah Kotla Stadium, Delhi",2,M Erasmus,S Ravi
2016_24,2016,Mumbai,28/04/16,KKR,MI,MI,field,normal,0,MI,0,6,Rohit Sharma,"Wankhede Stadium, Mumbai, Maharashtra",1,Nitin Menon,RJ Tucker
2016_25,2016,Pune,29/04/16,RPS,GL,GL,field,normal,0,GL,0,3,Dwayne Smith,Maharashtra Cricket Association Stadium,32,CB Gaffaney,BNJ Oxenford
2016_26,2016,Delhi,30/04/16,DD,KKR,KKR,field,normal,0,DD,27,0,Carlos Brathwaite,"Feroz Shah Kotla Stadium, Delhi",2,KN Ananthapadmanabhan,M Erasmus
2016_27,2016,Hyderabad,30/04/16,SRH,RCB,RCB,field,normal,0,SRH,15,0,David Warner,"Rajiv Gandhi International Stadium, Hyderabad",4,AK Chaudhary,HDPK Dharmasena
2016_28,2016,Rajkot,01/05/16,KXI,GL,GL,field,normal,0,KXI,23,0,Axar Patel,Saurashtra Cricket Association Stadium,33,BNJ Oxenford,VK Sharma
2016_29,2016,Pune,01/05/16,RPS,MI,MI,field,normal,0,MI,0,8,Rohit Sharma,Maharashtra Cricket Association Stadium,32,AY Dandekar,RJ Tucker
2016_30,2016,Bangalore,02/05/16,RCB,KKR,KKR,field,normal,0,KKR,0,5,Andre Russell,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,M Erasmus,S Ravi
2016_31,2016,Rajkot,03/05/16,GL,DD,DD,field,normal,0,DD,0,8,Rishabh Pant,Saurashtra Cricket Association Stadium,33,CB Gaffaney,BNJ Oxenford
2016_32,2016,Kolkata,04/05/16,KKR,KXI,KXI,field,normal,0,KKR,7,0,Andre Russell,"Eden Garden Stadium, Kolkata, West Bengal",3,AK Chaudhary,HDPK Dharmasena
2016_33,2016,Delhi,05/05/16,DD,RPS,RPS,field,normal,0,RPS,0,7,Ajinkya Rahane,"Feroz Shah Kotla Stadium, Delhi",2,C Shamshuddin,RJ Tucker
2016_34,2016,Hyderabad,06/05/16,GL,SRH,SRH,field,normal,0,SRH,0,5,B Kumar,"Rajiv Gandhi International Stadium, Hyderabad",4,M Erasmus,S Ravi
2016_35,2016,Bangalore,07/05/16,RPS,RCB,RCB,field,normal,0,RCB,0,7,Virat Kohli,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,CB Gaffaney,BNJ Oxenford
2016_36,2016,Chandigarh,07/05/16,KXI,DD,DD,field,normal,0,KXI,9,0,Marcus Stoinis,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,HDPK Dharmasena,CK Nandan
2016_37,2016,Visakhapatnam,08/05/16,SRH,MI,MI,field,normal,0,SRH,85,0,Ashish Nehra,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,25,S Ravi,C Shamshuddin
2016_38,2016,Kolkata,08/05/16,KKR,GL,GL,field,normal,0,GL,0,5,Praveen Kumar,"Eden Garden Stadium, Kolkata, West Bengal",3,M Erasmus,RJ Tucker
2016_39,2016,Chandigarh,09/05/16,RCB,KXI,KXI,field,normal,0,RCB,1,0,Shane Watson,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,AK Chaudhary,HDPK Dharmasena
2016_40,2016,Visakhapatnam,10/05/16,SRH,RPS,SRH,bat,normal,0,SRH,4,0,Adam Zampa,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,25,CB Gaffaney,VK Sharma
2016_41,2016,Bangalore,11/05/16,RCB,MI,MI,field,normal,0,MI,0,6,Krunal Pandya,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,AY Dandekar,C Shamshuddin
2016_42,2016,Hyderabad,12/05/16,SRH,DD,DD,field,normal,0,DD,0,7,Chris Morris,"Rajiv Gandhi International Stadium, Hyderabad",4,K Bharatan,M Erasmus
2016_43,2016,Visakhapatnam,13/05/16,MI,KXI,MI,bat,normal,0,KXI,0,7,Marcus Stoinis,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,25,HDPK Dharmasena,CK Nandan
2016_44,2016,Bangalore,14/05/16,RCB,GL,GL,field,normal,0,RCB,144,0,AB De Villiers,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,AY Dandekar,VK Sharma
2016_45,2016,Kolkata,14/05/16,RPS,KKR,RPS,bat,normal,1,KKR,0,8,Yusuf Pathan,"Eden Garden Stadium, Kolkata, West Bengal",3,A Nand Kishore,BNJ Oxenford
2016_46,2016,Chandigarh,15/05/16,KXI,SRH,KXI,bat,normal,0,SRH,0,7,Hashim Amla,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,KN Ananthapadmanabhan,M Erasmus
2016_47,2016,Visakhapatnam,15/05/16,MI,DD,DD,field,normal,0,MI,80,0,Krunal Pandya,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,25,Nitin Menon,CK Nandan
2016_48,2016,Kolkata,16/05/16,KKR,RCB,RCB,field,normal,0,RCB,0,9,Virat Kohli,"Eden Garden Stadium, Kolkata, West Bengal",3,CB Gaffaney,A Nand Kishore
2016_49,2016,Visakhapatnam,17/05/16,DD,RPS,RPS,field,normal,1,RPS,19,0,Ashok Dinda,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,25,Nitin Menon,C Shamshuddin
2016_50,2016,Bangalore,18/05/16,RCB,KXI,KXI,field,normal,1,RCB,82,0,Virat Kohli,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,KN Ananthapadmanabhan,M Erasmus
2016_51,2016,Kanpur,19/05/16,KKR,GL,GL,field,normal,0,GL,0,6,Dwayne Smith,Green Park,34,AK Chaudhary,CK Nandan
2016_52,2016,Raipur,20/05/16,SRH,DD,DD,field,normal,0,DD,0,6,Karun Nair,Shaheed Veer Narayan Singh International Stadium,27,A Nand Kishore,BNJ Oxenford
2016_53,2016,Visakhapatnam,21/05/16,KXI,RPS,KXI,bat,normal,0,RPS,0,4,Mahendra Singh Dhoni,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,25,HDPK Dharmasena,Nitin Menon
2016_54,2016,Kanpur,21/05/16,MI,GL,GL,field,normal,0,GL,0,6,Suresh Raina,Green Park,34,AK Chaudhary,CK Nandan
2016_55,2016,Kolkata,22/05/16,KKR,SRH,SRH,field,normal,0,KKR,22,0,Yusuf Pathan,"Eden Garden Stadium, Kolkata, West Bengal",3,KN Ananthapadmanabhan,M Erasmus
2016_56,2016,Raipur,22/05/16,DD,RCB,RCB,field,normal,0,RCB,0,6,Virat Kohli,Shaheed Veer Narayan Singh International Stadium,27,A Nand Kishore,BNJ Oxenford
2016_57,2016,Bangalore,24/05/16,GL,RCB,RCB,field,normal,0,RCB,0,4,AB De Villiers,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,AK Chaudhary,HDPK Dharmasena
2016_58,2016,Delhi,25/05/16,SRH,KKR,KKR,field,normal,0,SRH,22,0,Moises Henriques,"Feroz Shah Kotla Stadium, Delhi",2,M Erasmus,C Shamshuddin
2016_59,2016,Delhi,27/05/16,GL,SRH,SRH,field,normal,0,SRH,0,4,David Warner,"Feroz Shah Kotla Stadium, Delhi",2,M Erasmus,CK Nandan
2016_60,2016,Bangalore,29/05/16,SRH,RCB,SRH,bat,normal,0,SRH,8,0,Ben Cutting,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,HDPK Dharmasena,BNJ Oxenford
